FlyBase:FBal0241212	kirre[unspecified]
FlyBase:FBal0241213	caps[C18fs]
FlyBase:FBal0241214	pros[17.17]
FlyBase:FBal0241215	atl[2]
FlyBase:FBal0241216	kug[58D]
FlyBase:FBal0241217	kug[103C]
FlyBase:FBal0241219	Lrt[Scer\UAS.T:Avic\GFP-EGFP]
FlyBase:FBal0241221	prel[1]
FlyBase:FBal0241224	prel[Scer\UAS.T:Ivir\HA1]
FlyBase:FBal0241228	tutl[23]
FlyBase:FBal0241229	tutl[Scer\UAS.cLa]
FlyBase:FBal0241230	tutl[Deltacyto.Scer\UAS]
FlyBase:FBal0241231	hid[Scer\UAS.cHa]
FlyBase:FBal0241235	tobi[dsRNA.2A2.Scer\UAS]
FlyBase:FBal0241236	tobi[1B5.Sym.Scer\UAS]
FlyBase:FBal0241237	tobi[a.1B5.Sym.Scer\UAS]
FlyBase:FBal0241238	tobi[Scer\UAS.cBa]
FlyBase:FBal0241239	NKAIN[EP560rv9]
FlyBase:FBal0241240	Ubqn[Scer\UAS.cLa]
FlyBase:FBal0241241	Ubqn[dsRNA.Ex2.Scer\UAS]
FlyBase:FBal0241242	ninaE[+t2.747]
FlyBase:FBal0241243	ninaE[P37H]
FlyBase:FBal0241247	ZnT63C[Scer\UAS.cWa]
FlyBase:FBal0241248	ZnT63C[dsRNA.Scer\UAS.cWa]
FlyBase:FBal0241284	slo[MB11481]
FlyBase:FBal0241301	Sprn[MB12149]
FlyBase:FBal0241311	Dys[E17]
FlyBase:FBal0241319	bel[0-139]
FlyBase:FBal0241323	SREBP[Scer\UAS.cKa]
FlyBase:FBal0241326	SREBP[189]
FlyBase:FBal0241331	Hr96[1.5']
FlyBase:FBal0241332	Hr96[1.3']
FlyBase:FBal0241344	Npc1b[1]
FlyBase:FBal0241346	Ilp6[4591]
FlyBase:FBal0241348	Vap-33A[P58S.Scer\UAS]
FlyBase:FBal0241369	Syx18[ex6]
FlyBase:FBal0241370	Syx18[Scer\UAS.cGa]
FlyBase:FBal0241371	PP2A-B'[RD.Scer\UAS]
FlyBase:FBal0241372	PP2A-B'[104]
FlyBase:FBal0241373	PP2A-B'[GS676]
FlyBase:FBal0241374	PP2A-B'[GS628]
FlyBase:FBal0241375	PP2A-B'[GS2404]
FlyBase:FBal0241376	PP2A-B'[GS2535]
FlyBase:FBal0241387	Pglym78[G4159]
FlyBase:FBal0241391	CG5044[G4340]
FlyBase:FBal0241408	wts[G4808]
FlyBase:FBal0241412	alpha-Man-IIa[G4901]
FlyBase:FBal0241413	EloA[G4930]
FlyBase:FBal0241419	AMPKalpha[1]
FlyBase:FBal0241420	AMPKalpha[2]
FlyBase:FBal0241421	AMPKalpha[3]
FlyBase:FBal0241422	AMPKalpha[Scer\UAS.cMa]
FlyBase:FBal0241423	AMPKalpha[Scer\UAS.T:Disc\RFP-mCherry]
FlyBase:FBal0241424	nej[dsRNA.Scer\UAS.cYa]
FlyBase:FBal0241425	nej[Scer\UAS.cYa]
FlyBase:FBal0241427	Diap1[Scer\UAS.cYa]
FlyBase:FBal0241429	tow[UY1146]
FlyBase:FBal0241430	tow[A1.Scer\UAS]
FlyBase:FBal0241431	tow[GH12583.Scer\UAS]
FlyBase:FBal0241432	tow[DeltaN.Scer\UAS]
FlyBase:FBal0241433	tow[5'UTR.Scer\UAS]
FlyBase:FBal0241434	tow[DeltaC.Scer\UAS]
FlyBase:FBal0241437	Ilp6[41]
FlyBase:FBal0241438	Ilp6[VDRC.cUa]
FlyBase:FBal0241439	InR[dsRNA.cUa]
FlyBase:FBal0241440	uif[1]
FlyBase:FBal0241441	uif[2B7]
FlyBase:FBal0241442	uif[1A15]
FlyBase:FBal0241443	larp[S003108]
FlyBase:FBal0241444	larp[S022529]
FlyBase:FBal0241445	larp[mtr-null]
FlyBase:FBal0241451	shtd[3.gamma]
FlyBase:FBal0241454	Fas1[+3.Scer\UAS]
FlyBase:FBal0241459	Mlf[Scer\UAS.cKb]
FlyBase:FBal0241461	pros[Zzzz\CAG.20Q.Scer\UAS.T:Ivir\HA1]
FlyBase:FBal0241462	pros[Zzzz\CAG.127Q.Scer\UAS.T:Ivir\HA1]
FlyBase:FBal0241464	pros[Zzzz\CAG.223Q.Scer\UAS.T:Ivir\HA1]
FlyBase:FBal0241467	zen[Scer\UAS.cKa]
FlyBase:FBal0241469	Dcr-1[LL06357]
FlyBase:FBal0241470	pasha[LL03660]
FlyBase:FBal0241471	pasha[Scer\UAS.T:Ivir\HA1]
FlyBase:FBal0241472	aub[LL06590]
FlyBase:FBal0241473	nej[EP1149]
FlyBase:FBal0241474	nej[EP1179]
FlyBase:FBal0241475	Appl[sdDeltaE2.Scer\UAS]
FlyBase:FBal0241476	Appl[sdDeltaE1.Scer\UAS]
FlyBase:FBal0241479	Tbce[Z0241]
FlyBase:FBal0241480	Tbce[LH15]
FlyBase:FBal0241481	Tbce[Scer\UAS.cJa]
FlyBase:FBal0241482	Tbce[dsRNA.Scer\UAS.cJa]
FlyBase:FBal0241484	CG14591[LH260]
FlyBase:FBal0241485	wcd[1]
FlyBase:FBal0241486	wcd[3]
FlyBase:FBal0241489	tkv[Q199D.Scer\UAS.P\T]
FlyBase:FBal0241490	mbl[chst-r1]
FlyBase:FBal0241491	mbl[chst-exC18]
FlyBase:FBal0241492	mbl[chst-exC67]
FlyBase:FBal0241493	mbl[chst-exC106]
FlyBase:FBal0241494	mbl[chst-exC1]
FlyBase:FBal0241495	mbl[chst-exC2]
FlyBase:FBal0241496	mbl[chst-exS5]
FlyBase:FBal0241497	mbl[chst-exS14]
FlyBase:FBal0241498	mbl[chst-exC16]
FlyBase:FBal0241499	mbl[chst-exS45]
FlyBase:FBal0241500	mbl[chst-exC71]
FlyBase:FBal0241501	mbl[chst-exC100]
FlyBase:FBal0241502	mbl[chst-exC3]
FlyBase:FBal0241503	mbl[chst-exC24]
FlyBase:FBal0241504	mbl[chst-exC110]
FlyBase:FBal0241505	mbl[chst-exC20]
FlyBase:FBal0241506	mbl[chst-exS31]
FlyBase:FBal0241507	mbl[chst-exS86]
FlyBase:FBal0241508	mbl[chst-exC92]
FlyBase:FBal0241509	mbl[chst-exC99]
FlyBase:FBal0241510	mbl[chst-exC45]
FlyBase:FBal0241511	mbl[E2563-12]
FlyBase:FBal0241512	mbl[B.hs]
FlyBase:FBal0241513	mbl[C.hs]
FlyBase:FBal0241514	Sec24CD[G200]
FlyBase:FBal0241516	Sec24CD[H24]
FlyBase:FBal0241517	Sec24CD[Scer\UAS.cFa]
FlyBase:FBal0241518	Sec24CD[Scer\UAS.T:Avic\GFP-EGFP]
FlyBase:FBal0241521	Hsp60D[dsRNA.Sym.Scer\UAS]
FlyBase:FBal0241522	Hsp60D[a.Sym.Scer\UAS]
FlyBase:FBal0241523	Hsp60D[Scer\UAS.cAa]
FlyBase:FBal0241524	Diap1[dsRNA.Scer\UAS.cLa]
FlyBase:FBal0241526	Ube3a[Delta3-9]
FlyBase:FBal0241527	Ube3a[Delta3-8]
FlyBase:FBal0241528	Ube3a[Delta15-2]
FlyBase:FBal0241529	Ube3a[Delta39-12]
FlyBase:FBal0241530	Ube3a[Delta15-8]
FlyBase:FBal0241531	Ube3a[Scer\UAS.cLa]
FlyBase:FBal0241536	csw[N308D.Scer\UAS.P\T]
FlyBase:FBal0241537	csw[Y279C.Scer\UAS.P\T]
FlyBase:FBal0241538	csw[T468M.Scer\UAS.P\T]
FlyBase:FBal0241539	csw[R465M.Scer\UAS.P\T]
FlyBase:FBal0241540	csw[Scer\UAS.P\T.cOa]
FlyBase:FBal0241543	Tlk[27-9]
FlyBase:FBal0241544	Met[Scer\UAS.cBa]
FlyBase:FBal0241545	Fas2[Scer\UAS.T:Avic\GFP-YFP]
FlyBase:FBal0241553	caps[GS13628]
FlyBase:FBal0241555	caps[C28fs]
FlyBase:FBal0241572	caps[GS1]
FlyBase:FBal0241573	trn[GS10885]
FlyBase:FBal0241574	trn[Delta73]
FlyBase:FBal0241579	N[DeltaEGF1-36.Scer\UAS.T:Hsim\VP16,T:Ecol\lexA]
FlyBase:FBal0241583	Axud1[Scer\UAS.cGa]
FlyBase:FBal0241584	Axud1[Scer\UAS.T:Avic\GFP-EGFP]
FlyBase:FBal0241585	Axud1[dsRNA.Scer\UAS]
FlyBase:FBal0241602	Cisd2[G6528]
FlyBase:FBal0241637	DCTN1-p150[Delta.Scer\UAS.P\T]
FlyBase:FBal0241638	Imp[RE.Scer\UAS]
FlyBase:FBal0241639	Imp[SD.Scer\UAS]
FlyBase:FBal0241640	Imp[KH.Scer\UAS]
FlyBase:FBal0241641	Imp[PTT]
FlyBase:FBal0241642	Imp[H44]
FlyBase:FBal0241643	Imp[H149]
FlyBase:FBal0241647	sten[unspecified]
FlyBase:FBal0241648	tweek[1]
FlyBase:FBal0241649	tweek[2]
FlyBase:FBal0241651	tweek[EY02585-Delta1]
FlyBase:FBal0241652	tweek[+tHB69]
FlyBase:FBal0241656	Cerk[1]
FlyBase:FBal0241661	Cad86C[184A]
FlyBase:FBal0241662	Cad86C[71C]
FlyBase:FBal0241663	Cad86C[Scer\UAS.T:Ivir\HA1]
FlyBase:FBal0241664	Cad86C[EXTRA.Scer\UAS.T:Ivir\HA1]
FlyBase:FBal0241665	Cad86C[INTRA.Scer\UAS.T:Ivir\HA1]
FlyBase:FBal0241668	htt[98E2]
FlyBase:FBal0241669	htt[+m22.7]
FlyBase:FBal0241670	CG9990[+t24.7]
FlyBase:FBal0241672	Mer[Scer\UAS.P\T.T:Hsap\MYC]
FlyBase:FBal0241673	Mer[3.Scer\UAS.P\T.T:Hsap\MYC]
FlyBase:FBal0241674	DCTN1-p150[Scer\UAS.T:Avic\GFP]
FlyBase:FBal0241675	spag4[1]
FlyBase:FBal0241676	spag4[6]
FlyBase:FBal0241677	spag4[C.T:Avic\GFP]
FlyBase:FBal0241678	spag4[C.T:Hsap\MYC]
FlyBase:FBal0241679	spag4[unspecified]
FlyBase:FBal0241680	spag4[N.T:Avic\GFP]
FlyBase:FBal0241683	slow[Scer\UAS.T:Ivir\HA1]
FlyBase:FBal0241684	slow[1]
FlyBase:FBal0241685	lid[dsRNA.Sym.Scer\UAS]
FlyBase:FBal0241686	pirk[Scer\UAS.cAa]
FlyBase:FBal0241687	pirk[+t4.5]
FlyBase:FBal0241690	gce[dsRNA.Scer\UAS.cBa]
FlyBase:FBal0241691	jhamt[Scer\UAS.cLa]
FlyBase:FBal0241692	caps[L253fs]
FlyBase:FBal0241695	Ntf-2[Scer\UAS.P\T.T:Avic\GFP]
FlyBase:FBal0241696	Ntf-2[unspecified]
FlyBase:FBal0241703	nemy[45]
FlyBase:FBal0241704	nemy[RA.Scer\UAS]
FlyBase:FBal0241728	Cul2[HM05237]
FlyBase:FBal0241746	PP2A-B'[HM05256]
FlyBase:FBal0241752	Rab5[JF03335]
FlyBase:FBal0241758	Tsp68C[+t3.0]
FlyBase:FBal0241759	Tsp68C[stop]
FlyBase:FBal0241760	Dysb[Scer\UAS.cDa]
FlyBase:FBal0241761	Dysb[Scer\UAS.T:Avic\GFP-YFP.Venus]
FlyBase:FBal0241762	Csp[mu1]
FlyBase:FBal0241763	Sap47[156]
FlyBase:FBal0241764	Ef1gamma[GE29510]
FlyBase:FBal0241765	Ef1gamma[NIG.11901R]
FlyBase:FBal0241766	Ef1gamma[Scer\UAS.cFa]
FlyBase:FBal0241767	Ef1gamma[S294A.Scer\UAS]
FlyBase:FBal0241768	let-7[+tSa]
FlyBase:FBal0241769	let-7[Delta.cSa]
FlyBase:FBal0241770	mir-100[+tSa]
FlyBase:FBal0241772	mir-125[+tSa]
FlyBase:FBal0241775	Gr32a[KO]
FlyBase:FBal0241776	Gr32a[+t5.9]
FlyBase:FBal0241777	Gr32a[Scer\UAS.cMa]
FlyBase:FBal0241780	eff[Scer\UAS.P\T.cCa]
FlyBase:FBal0241782	CycA[Scer\UAS.P\T.cCa]
FlyBase:FBal0241783	CycA[Delta.Scer\UAS.P\T]
FlyBase:FBal0241784	CycB[Scer\UAS.P\T.cCa]
FlyBase:FBal0241785	CycB[Delta.Scer\UAS.P\T]
FlyBase:FBal0241786	CycB3[Scer\UAS.P\T.cCa]
FlyBase:FBal0241787	CycB3[Delta.Scer\UAS.P\T]
FlyBase:FBal0241788	nocte[dsRNA.1.Scer\UAS]
FlyBase:FBal0241789	nocte[dsRNA.2.Scer\UAS]
FlyBase:FBal0241791	Deaf1[NIG.8567R]
FlyBase:FBal0241792	eys[NIG.15388R]
FlyBase:FBal0241793	SuUR[Nmut.Scer\UAS]
FlyBase:FBal0241794	SuUR[Cmut.Scer\UAS]
FlyBase:FBal0241795	SuUR[669-962.Scer\UAS.T:Ivir\HA1,T:Uuuu\nls-Unk]
FlyBase:FBal0241796	SuUR[1-458.Scer\UAS]
FlyBase:FBal0241805	ninaE[G69D.GMR]
FlyBase:FBal0241807	sip3[Scer\UAS.T:Hsap\MYC]
FlyBase:FBal0241813	Edem1[Scer\UAS.T:Hsap\MYC]
FlyBase:FBal0241814	Edem2[Scer\UAS.T:Hsap\MYC]
FlyBase:FBal0241816	Pdk1[EP837rv4]
FlyBase:FBal0241817	Pdk1[EP837rv9]
FlyBase:FBal0241818	Doc3[DJ708]
FlyBase:FBal0241819	DJ913[DJ913]
FlyBase:FBal0241820	DJ1026[DJ1026]
FlyBase:FBal0241821	DJ996[DJ996]
FlyBase:FBal0241822	EP1174[EP1174]
FlyBase:FBal0241823	Pi3K92E[c00368]
FlyBase:FBal0241830	Lasp[1]
FlyBase:FBal0241831	Lasp[Scer\UAS.T:Avic\GFP-EGFP]
FlyBase:FBal0241832	heph[PTT]
FlyBase:FBal0241842	Pvf2[NIG.13780R]
FlyBase:FBal0241853	CDase[1]
FlyBase:FBal0241855	APC7[1]
FlyBase:FBal0241856	APC7[dsRNA.WIZ.Scer\UAS]
FlyBase:FBal0241857	Cdc16[dsRNA.WIZ.Scer\UAS]
FlyBase:FBal0241858	Cdc23[dsRNA.WIZ.Scer\UAS]
FlyBase:FBal0241859	crn[26H8]
FlyBase:FBal0241860	crn[15H6]
FlyBase:FBal0241861	crn[8H7]
FlyBase:FBal0241863	crn[Scer\UAS.cEa]
FlyBase:FBal0241864	crn[Scer\UAS.T:Myr-Src64B]
FlyBase:FBal0241869	EbpII[dsRNA.Scer\UAS]
FlyBase:FBal0241888	fwe[DB25]
FlyBase:FBal0241889	fwe[DB56]
FlyBase:FBal0241890	Dbx[Scer\UAS.fl]
FlyBase:FBal0241892	Dbx[Delta48]
FlyBase:FBal0241893	unc-104[170]
FlyBase:FBal0241894	unc-104[52]
FlyBase:FBal0241895	unc-104[102]
FlyBase:FBal0241896	unc-104[160]
FlyBase:FBal0241897	unc-104[116]
FlyBase:FBal0241901	unc-104[Scer\UAS.cPCa]
FlyBase:FBal0241902	tutl[ex383]
FlyBase:FBal0241903	tutl[GH15753.Scer\UAS]
FlyBase:FBal0241904	tutl[AT02763.Scer\UAS]
FlyBase:FBal0241905	tutl[HL01565.Scer\UAS]
FlyBase:FBal0241906	tutl[LD28224.Scer\UAS]
FlyBase:FBal0241907	tutl[GH08133.Scer\UAS]
FlyBase:FBal0241908	Pdfr[sc29]
FlyBase:FBal0241909	CkIIalpha[Scer\UAS.cLb]
FlyBase:FBal0241910	CkIIbeta[dsRNA.fl.Scer\UAS]
FlyBase:FBal0241913	Syt4[wt.Scer\UAS]
FlyBase:FBal0241914	Syt4[D292N.Scer\UAS]
FlyBase:FBal0241915	Syt4[D427N.D429N.Scer\UAS]
FlyBase:FBal0241916	Syt4[D292N.D427N.D429N.Scer\UAS]
FlyBase:FBal0241917	Syt4[S284D.Scer\UAS]
FlyBase:FBal0241918	Syt4[S284A.Scer\UAS]
FlyBase:FBal0241920	Hus1-like[fl.Scer\UAS.P\T]
FlyBase:FBal0241921	pain[dsRNA.Scer\UAS]
FlyBase:FBal0241924	flfl[795]
FlyBase:FBal0241925	flfl[795-2]
FlyBase:FBal0241926	flfl[795-3]
FlyBase:FBal0241927	flfl[N42]
FlyBase:FBal0241928	flfl[fl.Scer\UAS.T:Avic\GFP-YFP.Venus]
FlyBase:FBal0241929	flfl[DeltaNLS3.Scer\UAS.T:Avic\GFP-YFP.Venus]
FlyBase:FBal0241930	flfl[Delta3xNLS.Scer\UAS.T:Avic\GFP-YFP.Venus]
FlyBase:FBal0241931	flfl[Delta3xNLS.Scer\UAS.T:Avic\GFP-YFP.Venus,T:Uuuu\nls-Unk]
FlyBase:FBal0241932	flfl[fl.Scer\UAS.T:Avic\GFP-YFP.Venus,T:Hsap\CAAX]
FlyBase:FBal0241934	EC201[EC201]
FlyBase:FBal0241935	EC282[EC282]
FlyBase:FBal0241936	EC497[EC497]
FlyBase:FBal0241937	EC549[EC549]
FlyBase:FBal0241938	EC666[EC666]
FlyBase:FBal0241939	EC1608[EC1608]
FlyBase:FBal0241940	EC1650[EC1650]
FlyBase:FBal0241941	EC2364[EC2364]
FlyBase:FBal0241942	EC2374[EC2374]
FlyBase:FBal0241943	EC4056[EC4056]
FlyBase:FBal0241944	EC2388[EC2388]
FlyBase:FBal0241945	EC2394[EC2394]
FlyBase:FBal0241946	EC2519[EC2519]
FlyBase:FBal0241947	EC3959[EC3959]
FlyBase:FBal0241948	EC3322[EC3322]
FlyBase:FBal0241949	EC4330[EC4330]
FlyBase:FBal0241950	AGO2[V966M]
FlyBase:FBal0241951	orb2[Delta]
FlyBase:FBal0241952	orb2[DeltaQ]
FlyBase:FBal0241953	orb2[A.Scer\UAS]
FlyBase:FBal0241954	orb2[B.Scer\UAS]
FlyBase:FBal0241955	Kap-alpha3[16-8]
FlyBase:FBal0241956	Kap-alpha3[17-76]
FlyBase:FBal0241959	Smox[Scer\UAS.T:Zzzz\FLAG]
FlyBase:FBal0241960	Mps1[Exc23]
FlyBase:FBal0241961	Nrx-1[273]
FlyBase:FBal0241962	Nrx-1[241]
FlyBase:FBal0241963	Nrx-1[Scer\UAS.cLa]
FlyBase:FBal0241968	CycE[WX]
FlyBase:FBal0241969	CycE[1F36]
FlyBase:FBal0241971	CycE[WX.Scer\UAS.cWa]
FlyBase:FBal0241975	E2f1[dsRNA.Scer\UAS.cDa]
FlyBase:FBal0241981	ban[Scer\UAS.cPa]
FlyBase:FBal0241983	Akt1[9]
FlyBase:FBal0241984	b6-22[b6-22]
FlyBase:FBal0241985	arm[weep]
FlyBase:FBal0241990	Ptp4E[1]
FlyBase:FBal0241991	Ptp4E[Scer\UAS.T:Avic\GFP]
FlyBase:FBal0241992	mid[1a5]
FlyBase:FBal0241993	gskt[Scer\UAS.cKa]
FlyBase:FBal0241994	gskt[dsRNA.Scer\UAS]
FlyBase:FBal0241995	cpx[SH1]
FlyBase:FBal0241997	cpx[Scer\UAS.cHa]
FlyBase:FBal0241999	MCPH1[d1]
FlyBase:FBal0242000	MCPH1[d2]
FlyBase:FBal0242003	MCPH1[Scer\UAS.P\T.L.T:Hsap\MYC]
FlyBase:FBal0242004	MCPH1[Scer\UAS.P\T.S.T:Hsap\MYC]
FlyBase:FBal0242005	Mad[dsRNA.Scer\UAS.cEa]
FlyBase:FBal0242007	Mad[dsRNA.Scer\UAS.P\T]
FlyBase:FBal0242009	Mad[MMM.Scer\UAS]
FlyBase:FBal0242010	Mad[MGM.Scer\UAS]
FlyBase:FBal0242025	Rala[DeltaCTLL.N.Scer\UAS.T:Avic\GFP]
FlyBase:FBal0242026	Rala[N.Scer\UAS.T:Avic\GFP]
FlyBase:FBal0242027	Rala[C.Scer\UAS.T:Avic\GFP]
FlyBase:FBal0242028	Mvl[Scer\UAS.T:Zzzz\FLAG]
FlyBase:FBal0242029	pcm[2]
FlyBase:FBal0242030	pcm[3]
FlyBase:FBal0242031	pcm[5]
FlyBase:FBal0242032	pcm[6]
FlyBase:FBal0242033	pcm[hs.PG]
FlyBase:FBal0242034	yuri[F64]
FlyBase:FBal0242035	yuri[L5]
FlyBase:FBal0242036	mi[DeltaEY22]
FlyBase:FBal0242037	CycE[Hsp70.I.T:Hsap\MYC]
FlyBase:FBal0242038	HPS4[Q119X]
FlyBase:FBal0242039	HPS4[E133X]
FlyBase:FBal0242040	HPS4[Q259X]
FlyBase:FBal0242041	HPS4[W515X]
FlyBase:FBal0242042	HPS4[Q664X]
FlyBase:FBal0242043	HPS4[unspecified]
FlyBase:FBal0242046	FBXO11[Q803R]
FlyBase:FBal0242047	bru[+t5.9]
FlyBase:FBal0242048	bru[T:Avic\GFP-EGFP]
FlyBase:FBal0242049	bru[Ala]
FlyBase:FBal0242103	Fmr1[dsRNA.500.Scer\UAS]
FlyBase:FBal0242104	Fmr1[dsRNA.280.Scer\UAS]
FlyBase:FBal0242105	Ank2[E380]
FlyBase:FBal0242107	Ank2[K327]
FlyBase:FBal0242108	Ank2[RM5-1]
FlyBase:FBal0242114	enok[HM05195]
FlyBase:FBal0242116	Cul1[HM05197]
FlyBase:FBal0242150	Inx2[JF02446]
FlyBase:FBal0242155	Pkc98E[JF02470]
FlyBase:FBal0242157	CycA[JF02472]
FlyBase:FBal0242158	CycE[JF02473]
FlyBase:FBal0242169	bigmax[JF02487]
FlyBase:FBal0242181	Dll[JF02499]
FlyBase:FBal0242193	CG11723[JF02511]
FlyBase:FBal0242195	p53[JF02513]
FlyBase:FBal0242196	sd[JF02514]
FlyBase:FBal0242217	dsf[JF02537]
FlyBase:FBal0242232	nAChRalpha2[JF02643]
FlyBase:FBal0242236	GluRIIA[JF02647]
FlyBase:FBal0242242	CadN[JF02653]
FlyBase:FBal0242245	AstC-R1[JF02656]
FlyBase:FBal0242252	TkR99D[JF02663]
FlyBase:FBal0242254	ana[JF02665]
FlyBase:FBal0242264	wnd[JF02675]
FlyBase:FBal0242277	VGlut[JF02689]
FlyBase:FBal0242278	PK1-R[JF02690]
FlyBase:FBal0242283	if[JF02695]
FlyBase:FBal0242290	Atg5[JF02703]
FlyBase:FBal0242291	Atg12[JF02704]
FlyBase:FBal0242293	Atg8b[JF02706]
FlyBase:FBal0242299	CG6701[JF02714]
FlyBase:FBal0242304	eIF3-S10[JF02719]
FlyBase:FBal0242311	msk[JF02727]
FlyBase:FBal0242314	SH3PX1[JF02730]
FlyBase:FBal0242316	hth[JF02733]
FlyBase:FBal0242317	foxo[JF02734]
FlyBase:FBal0242320	ftz-f1[JF02738]
FlyBase:FBal0242328	Tbh[JF02746]
FlyBase:FBal0242332	nAChRalpha3[JF02750]
FlyBase:FBal0242352	Pi3K92E[JF02770]
FlyBase:FBal0242353	bib[JF02771]
FlyBase:FBal0242357	Miro[JF02775]
FlyBase:FBal0242359	crb[JF02777]
FlyBase:FBal0242360	dop[JF02778]
FlyBase:FBal0242368	Atg2[JF02786]
FlyBase:FBal0242369	Atg7[JF02787]
FlyBase:FBal0242372	Ku80[JF02790]
FlyBase:FBal0242384	kay[JF02804]
FlyBase:FBal0242385	mts[JF02805]
FlyBase:FBal0242388	Pp4-19C[JF02808]
FlyBase:FBal0242389	Rho1[JF02809]
FlyBase:FBal0242391	Acsl[JF02811]
FlyBase:FBal0242392	Rab11[JF02812]
FlyBase:FBal0242398	cwo[JF02820]
FlyBase:FBal0242418	trr[JF03242]
FlyBase:FBal0242431	Galphas[JF03255]
FlyBase:FBal0242432	AkhR[JF03256]
FlyBase:FBal0242449	Irbp[JF03273]
FlyBase:FBal0242452	Actbeta[JF03276]
FlyBase:FBal0242457	drl[JF03281]
FlyBase:FBal0242478	hec[JF03302]
FlyBase:FBal0242480	ct[JF03304]
FlyBase:FBal0242485	hb[JF03309]
FlyBase:FBal0242492	Pp2A-29B[JF03316]
FlyBase:FBal0242495	scro[JF03319]
FlyBase:FBal0242510	Nmnat[JF03337]
FlyBase:FBal0242513	p38b[JF03341]
FlyBase:FBal0242521	nvy[JF03349]
FlyBase:FBal0242530	Gat[JF03358]
FlyBase:FBal0242547	Ten-a[JF03375]
FlyBase:FBal0242548	trol[JF03376]
FlyBase:FBal0242553	RyR[JF03381]
FlyBase:FBal0242555	CG8765[JF03383]
FlyBase:FBal0242563	CalpA[JF03391]
FlyBase:FBal0242575	kcc[ML1]
FlyBase:FBal0242576	jbug[unspecified]
FlyBase:FBal0242577	Blos1[ex2]
FlyBase:FBal0242578	Blos1[ex65]
FlyBase:FBal0242579	Blos1[Scer\UAS.cCa]
FlyBase:FBal0242580	w[Scer\UAS.cTa]
FlyBase:FBal0242581	aux[CJ.DLL.DPF.Scer\UAS.T:Disc\RFP-mRFP]
FlyBase:FBal0242582	aux[CJ.DLL.Scer\UAS.T:Disc\RFP-mRFP]
FlyBase:FBal0242583	aux[CJ.DPF.Scer\UAS.T:Disc\RFP-mRFP]
FlyBase:FBal0242584	let-7[let-7-C.Scer\UAS.cSa]
FlyBase:FBal0242585	mir-125[let-7-C.Scer\UAS.cSa]
FlyBase:FBal0242586	mir-100[let-7-C.Scer\UAS.cSa]
FlyBase:FBal0242588	VGlut[Scer\UAS.T:Avic\GFP-EGFP]
FlyBase:FBal0242589	VGlut[1]
FlyBase:FBal0242590	SuUR[1-360.Scer\UAS]
FlyBase:FBal0242591	SuUR[1-599.Scer\UAS]
FlyBase:FBal0242592	SuUR[1-779.Scer\UAS]
FlyBase:FBal0242593	SuUR[rs6.Scer\UAS]
FlyBase:FBal0242594	SuUR[495-962.Scer\UAS.T:Ivir\HA1,T:Uuuu\nls-Unk]
FlyBase:FBal0242595	Ank2[dsRNA.L.Scer\UAS]
FlyBase:FBal0242598	Ank2[L8.Scer\UAS.T:Avic\GFP-YFP.Venus]
FlyBase:FBal0242599	ey[DeltaCTD.Scer\UAS]
FlyBase:FBal0242600	ey[OK107]
FlyBase:FBal0242601	ey[OK107-4]
FlyBase:FBal0242602	ey[OK107-6]
FlyBase:FBal0242603	ey[OK107-10]
FlyBase:FBal0242604	ey[OK107-16]
FlyBase:FBal0242605	Ote[EMS]
FlyBase:FBal0242608	Ote[unspecified]
FlyBase:FBal0242609	Ote[Scer\UAS.P\T.cJa]
FlyBase:FBal0242610	Ote[nos.PJ]
FlyBase:FBal0242615	tkv[ca.Scer\UAS.P\T]
FlyBase:FBal0242616	Dad[Scer\UAS.P\T.cJa]
FlyBase:FBal0242617	Ote::tkv[TM.Ote]
FlyBase:FBal0242618	Ote::Hsap\EMD[TM.Ote]
FlyBase:FBal0242619	gogo[D869]
FlyBase:FBal0242620	gogo[D1600]
FlyBase:FBal0242621	gogo[H1675]
FlyBase:FBal0242622	gogo[FL.GMR.T:Hsap\MYC]
FlyBase:FBal0242623	gogo[DeltaN.GMR.T:Hsap\MYC]
FlyBase:FBal0242624	gogo[DeltaC.GMR.T:Hsap\MYC]
FlyBase:FBal0242625	gogo[DeltaN-A.GMR.T:Hsap\MYC]
FlyBase:FBal0242626	gogo[DeltaN-B.GMR.T:Hsap\MYC]
FlyBase:FBal0242627	gogo[DeltaN-C.GMR.T:Hsap\MYC]
FlyBase:FBal0242628	gogo[DeltaN-D.GMR.T:Hsap\MYC]
FlyBase:FBal0242629	gogo[DeltaN-E.GMR.T:Hsap\MYC]
FlyBase:FBal0242630	gogo[DeltaN-F.GMR.T:Hsap\MYC]
FlyBase:FBal0242631	gogo[DeltaN-G.GMR.T:Hsap\MYC]
FlyBase:FBal0242632	gogo[DeltaN-H.GMR.T:Hsap\MYC]
FlyBase:FBal0242633	gogo[FL.Scer\UAS.T:Hsap\MYC]
FlyBase:FBal0242634	gogo[DeltaC.Scer\UAS.T:Hsap\MYC]
FlyBase:FBal0242639	RASSF8[6]
FlyBase:FBal0242642	ASPP[d]
FlyBase:FBal0242645	pigs[1]
FlyBase:FBal0242646	pigs[Ubi-p63E.PP]
FlyBase:FBal0242655	vg[tr.Scer\UAS]
FlyBase:FBal0242656	Rbp9[Delta2]
FlyBase:FBal0242657	Rbp9[Delta3]
